3/14/2023 20:56:53,I agree,Yes,4,2,3,5,Yes,4,1,2,2,Yes,5,5,4,4,Yes,4,4,4,3,Yes,4,2,2,3,No,5,5,4,5,Yes,5,5,5,4,Yes,5,3,3,4,Yes,4,3,3,5,Yes,3,2,3,1,Yes,3,2,2,4,Yes,5,4,4,5,No,5,5,5,3,No,5,5,5,2,Yes,5,5,5,5,,,,,,,,,,,,,,,,
3/14/2023 20:58:59,I agree,Yes,4,5,5,3,Yes,5,1,4,1,Yes,5,5,5,1,Yes,1,5,3,3,Yes,5,4,5,5,Not sure,5,5,5,5,Yes,5,5,5,1,Yes,5,5,2,3,Yes,5,2,2,3,Yes,5,3,4,3,Yes,5,5,4,5,Yes,5,5,5,4,No,5,5,5,4,No,5,5,5,4,Not sure,5,3,3,5,,,,,,,,,,,,,,,,
3/14/2023 22:18:55,I agree,Yes,2,4,4,5,Yes,4,1,3,1,Yes,4,2,4,3,Yes,1,3,1,1,Yes,4,1,3,5,No,5,3,1,4,Yes,3,5,4,2,Yes,5,3,2,4,Yes,4,2,3,2,Yes,3,2,3,3,Yes,4,1,2,3,Yes,2,4,4,4,Yes,2,4,4,2,No,5,4,4,2,Yes,5,2,3,5,,,,,,,,,,,,,,,,
3/14/2023 22:55:09,I agree,Yes,2,2,2,3,Yes,2,2,2,1,No,4,4,4,3,Yes,1,2,2,2,Not sure,3,3,3,3,No,5,5,4,5,Yes,1,3,3,2,No,4,4,4,3,Not sure,4,4,3,5,Yes,1,1,1,1,Not sure,3,4,4,4,No,4,4,5,5,Not sure,3,3,1,3,No,5,4,5,5,Yes,1,2,1,4,,,,,,,,,,,,,,,,
3/15/2023 22:16:24,I agree,Yes,1,3,3,1,Yes,4,1,3,1,Yes,1,1,1,5,Yes,4,1,3,1,Yes,1,1,1,1,No,5,5,5,5,Yes,1,1,1,5,No,4,4,4,1,Yes,4,4,4,4,Yes,2,3,4,4,Yes,3,3,3,2,Yes,4,4,5,4,No,3,4,5,1,No,5,5,5,1,Yes,5,2,5,4,,,,,,,,,,,,,,,,
3/16/2023 11:50:04,I agree,Yes,3,1,1,3,Yes,5,1,2,2,Yes,4,1,3,5,Yes,3,1,1,5,Yes,4,1,2,3,No,5,5,5,5,Yes,4,3,3,5,Yes,4,4,3,4,Not sure,5,2,1,4,Yes,1,1,1,5,Yes,2,1,1,4,Yes,1,1,1,4,No,4,3,2,2,No,4,3,4,4,Yes,5,3,3,5,,The colouring is similar,The vegetation is somewhat similar,,,,,,The vegetation is similar but the tone of both images is very dfferent,,,,,,,
3/16/2023 18:33:43,I agree,Yes,3,2,2,1,Yes,1,2,1,1,Yes,1,2,2,5,Yes,1,1,1,1,Yes,4,2,3,2,No,5,5,5,3,Yes,4,4,3,5,No,5,3,3,3,Yes,3,3,2,2,Yes,4,2,1,3,Yes,5,1,3,2,Yes,4,3,3,4,No,3,3,1,1,No,4,3,3,1,Not sure,4,3,2,5,,,,,,,,,,,,,,,,
3/18/2023 12:30:22,I agree,Yes,1,3,2,1,No,5,2,3,1,Yes,4,3,2,4,Yes,1,1,3,4,No,4,4,2,1,No,4,4,3,5,Yes,1,3,2,4,Yes,4,3,4,4,No,5,5,4,3,Yes,2,3,3,4,Yes,3,3,3,4,Yes,3,3,3,5,Yes,2,3,2,1,No,4,4,2,2,Yes,4,4,4,4,,,,,,,,,,,,,,,,
3/20/2023 11:06:53,I agree,No,5,2,4,5,Yes,3,1,2,2,Yes,3,2,2,3,Yes,2,3,3,2,Yes,4,3,3,4,No,4,5,5,4,No,4,5,4,3,No,4,3,,3,No,4,4,1,3,Yes,2,2,2,1,No,3,3,1,4,No,4,3,3,2,No,4,4,3,3,No,5,5,4,4,Yes,3,2,2,5,,,,,,,,,,,,,,,,
3/20/2023 14:55:19,I agree,No,5,3,3,1,No,5,1,3,1,Yes,4,3,5,1,Yes,4,3,3,1,Yes,4,2,3,2,No,3,4,4,5,Yes,1,3,2,1,Yes,5,2,4,2,Yes,5,3,4,2,Yes,5,1,3,1,Yes,5,1,2,3,Yes,3,3,1,2,Yes,2,3,2,1,No,5,4,4,2,Yes,5,3,2,5,,,,,,,,,,,,,,,,
3/20/2023 15:20:06,I agree,Yes,3,4,2,2,No,5,2,2,1,No,5,4,5,4,No,5,5,5,3,Yes,2,3,3,2,No,4,5,5,4,Yes,2,5,5,2,No,5,3,1,4,No,5,3,2,1,Yes,5,3,2,4,Yes,5,4,2,3,Yes,3,5,3,2,No,4,3,1,1,No,5,5,5,4,No,5,4,2,5,,,,,,,,,,,,,,,,
3/21/2023 8:22:07,I agree,Not sure,5,4,4,4,Yes,5,1,3,3,Yes,5,3,4,5,Yes,4,4,4,4,Yes,5,4,4,2,No,5,5,3,3,Yes,4,5,4,2,No,5,3,2,2,Not sure,5,3,4,2,Yes,3,3,4,1,Yes,2,2,1,2,Yes,2,3,2,1,No,4,3,1,1,No,5,5,4,1,Not sure,5,4,2,5,,,,,,,,,,,,,,,,
